AAA92657.VFG001445_gb_AAA92657_.Escherichia_coli	1	0	.	.	Original name: VFG001445(gb|AAA92657) (AAA92657) unknown protein [TraJ (VF0241) - Invasion (VFC0083)] [Escherichia coli]
AAC38364.VFG000710_gb_AAC38364_.Escherichia_coli_O127_H6_str._E2348_69	1	0	.	.	Original name: VFG000710(gb|AAC38364) (AAC38364) Orf1 [Ler (VF0189) - Regulation (VFC0301)] [Escherichia coli O127:H6 str. E2348/69]
AAD32423.VFG002040_gb_AAD32423_.Bacillus_anthracis_str._Sterne	1	0	.	.	Original name: VFG002040(gb|AAD32423) (AAD32423) pXO1-119 [AtxA (VF0332) - Regulation (VFC0301)] [Bacillus anthracis str. Sterne]
AAP42183.VFG000690_gb_AAP42183_.Haemophilus_influenzae_str._1007	1	0	.	.	Original name: VFG000690(gb|AAP42183) (AAP42183) Bcs3' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007]
AAP42184.VFG000691_gb_AAP42184_.Haemophilus_influenzae_str._1007	1	0	.	.	Original name: VFG000691(gb|AAP42184) (AAP42184) Bcs4' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007]
AAP42187.VFG000694_gb_AAP42187_.Haemophilus_influenzae_str._1007	1	0	.	.	Original name: VFG000694(gb|AAP42187) (AAP42187) unknown protein [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007]
ACA60977.VFG044024_gb_ACA60977_.Clostridium_septicum_str._NH2	1	0	.	.	Original name: VFG044024(gb|ACA60977) (ACA60977) alpha-toxin [Alpha-toxin (septicum) (VF0416) - Exotoxin (VFC0235)] [Clostridium septicum str. NH2]
ACICU_RS00395.VFG037852_gb_WP_001075965_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037852(gb|WP_001075965) (ACICU_RS00395) polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00400.VFG037867_gb_WP_001165990_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037867(gb|WP_001165990) (ACICU_RS00400) low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00405.VFG037882_gb_WP_000872593_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037882(gb|WP_000872593) (ACICU_RS00405) polysaccharide biosynthesis/export family protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00445.VFG038002_gb_WP_000172211_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG038002(gb|WP_000172211) (ACICU_RS00445) hypothetical protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00450.VFG038017_gb_WP_001010045_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG038017(gb|WP_001010045) (ACICU_RS00450) capsular polysaccharide synthesis protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00460.VFG038047_gb_WP_000994240_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG038047(gb|WP_000994240) (ACICU_RS00460) hypothetical protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00465.VFG038062_gb_WP_000515955_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG038062(gb|WP_000515955) (ACICU_RS00465) hypothetical protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00475.VFG038091_gb_WP_000826956_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG038091(gb|WP_000826956) (ACICU_RS00475) sugar transferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00485.VFG038119_gb_WP_000686134_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG038119(gb|WP_000686134) (ACICU_RS00485) nucleotide sugar dehydrogenase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS00500.VFG038155_gb_WP_000209960_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG038155(gb|WP_000209960) (ACICU_RS00500) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU]
ACICU_RS04565.VFG037470_gb_WP_001105554_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037470(gb|WP_001105554) (ACICU_RS04565) LysR family transcriptional regulator [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04570.VFG037482_gb_WP_004748062_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037482(gb|WP_004748062) (ACICU_RS04570) sigma-70 family RNA polymerase sigma factor [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04575.VFG037490_gb_WP_001240499_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037490(gb|WP_001240499) (ACICU_RS04575) FecR domain-containing protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04580.VFG037497_gb_WP_085947929_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037497(gb|WP_085947929) (ACICU_RS04580) TonB-dependent receptor [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04585.VFG037505_gb_WP_002002089_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037505(gb|WP_002002089) (ACICU_RS04585) transferrin-binding protein-like solute binding protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04590.VFG037513_gb_WP_085947930_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037513(gb|WP_085947930) (ACICU_RS04590) porin family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04595.VFG037521_gb_WP_000837764_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037521(gb|WP_000837764) (ACICU_RS04595) TonB family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04605.VFG037537_gb_WP_000359621_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037537(gb|WP_000359621) (ACICU_RS04605) YbaN family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS04610.VFG037547_gb_WP_000061137_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG037547(gb|WP_000061137) (ACICU_RS04610) hypothetical protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]
ACICU_RS16840.VFG050581_gb_WP_001046420.1_.Acinetobacter_baumannii_ACICU	1	0	.	.	Original name: VFG050581(gb|WP_001046420.1) (ACICU_RS16840) prepilin-type N-terminal cleavage/methylation domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]
AHA_RS09305.VFG038405_gb_WP_011705727_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	1	0	.	.	Original name: VFG038405(gb|WP_011705727) (AHA_RS09305) type VI secretion system PAAR protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
AHML_RS07540.VFG038723_gb_WP_011705294_.Aeromonas_hydrophila_ML09_119	1	0	.	.	Original name: VFG038723(gb|WP_011705294) (AHML_RS07540) CobQ/CobB/MinD/ParA family protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
APH_RS00135_.VFG045388_gb_WP_155237504_.Anaplasma_phagocytophilum_HZ	1	0	.	.	Original name: VFG045388(gb|WP_155237504) (APH_RS00135*) P44/Msp2 family outer membrane protein [P44/Msp2 family (VF0520) - Immune modulation (VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS00360_.VFG045390_gb_WP_020848750_.Anaplasma_phagocytophilum_HZ	1	0	.	.	Original name: VFG045390(gb|WP_020848750) (APH_RS00360*) hypothetical protein [P44/Msp2 family (VF0520) - Immune modulation (VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS00540_.VFG045391_gb_WP_020848765_.Anaplasma_phagocytophilum_HZ	1	0	.	.	Original name: VFG045391(gb|WP_020848765) (APH_RS00540*) hypothetical protein [P44/Msp2 family (VF0520) - Immune modulation (VFC0258)] [Anaplasma phagocytophilum HZ]
APH_RS00595_.VFG045393_gb_WP_020848772_.Anaplasma_phagocytophilum_HZ	1	0	.	.	Original name: VFG045393(gb|WP_020848772) (APH_RS00595*) hypothetical protein [P44/Msp2 family (VF0520) - Immune modulation (VFC0258)] [Anaplasma phagocytophilum HZ]
